Size,Algo,Trial,Stampms,GB/s,Iters,l2-out-silent,l2-out-non-silent
40000,fill0,0,0.00,179.4,3,0.00,0.00
40000,fill0,1,0.00,179.6,3,0.00,0.00
40000,fill0,2,0.00,179.9,3,0.00,0.00
40000,fill0,3,0.00,179.4,3,0.00,0.00
40000,fill0,4,0.00,179.9,3,0.00,0.00
40000,fill0,5,0.00,179.4,3,0.00,0.00
40000,fill0,6,0.00,179.9,3,0.00,0.00
40000,fill0,7,0.00,179.9,3,0.00,0.00
40000,fill0,8,0.00,179.9,3,0.00,0.00
40000,fill0,9,0.00,179.9,3,0.00,0.00
40000,fill0,10,0.00,179.9,3,0.00,0.00
40000,fill0,11,0.00,179.9,3,0.00,0.00
40000,fill0,12,0.00,179.9,3,0.00,0.00
40000,fill0,13,0.00,179.9,3,0.00,0.00
40000,fill0,14,0.00,179.9,3,0.00,0.00
40000,fill0,15,0.00,179.9,3,0.00,0.00
40000,fill0,16,0.00,179.4,3,0.00,0.00
40000,fill1,0,0.00,179.1,3,0.00,0.00
40000,fill1,1,0.00,179.9,3,0.00,0.00
40000,fill1,2,0.00,179.1,3,0.00,0.00
40000,fill1,3,0.00,179.6,3,0.00,0.00
40000,fill1,4,0.00,179.4,3,0.00,0.00
40000,fill1,5,0.00,179.4,3,0.00,0.00
40000,fill1,6,0.00,179.6,3,0.00,0.00
40000,fill1,7,0.00,179.9,3,0.00,0.00
40000,fill1,8,0.00,179.1,3,0.00,0.00
40000,fill1,9,0.00,179.6,3,0.00,0.00
40000,fill1,10,0.00,179.9,3,0.00,0.00
40000,fill1,11,0.00,179.4,3,0.00,0.00
40000,fill1,12,0.00,179.4,3,0.00,0.00
40000,fill1,13,0.00,179.4,3,0.00,0.00
40000,fill1,14,0.00,179.4,3,0.00,0.00
40000,fill1,15,0.00,179.4,3,0.00,0.00
40000,fill1,16,0.00,179.4,3,0.00,0.00
40000,alt01,0,0.00,180.5,3,0.00,0.00
40000,alt01,1,0.00,180.5,3,0.00,0.00
40000,alt01,2,0.00,181.0,3,0.00,0.00
40000,alt01,3,0.00,180.5,3,0.00,0.00
40000,alt01,4,0.00,180.5,3,0.00,0.00
40000,alt01,5,0.00,180.5,3,0.00,0.00
40000,alt01,6,0.00,180.7,3,0.00,0.00
40000,alt01,7,0.00,180.5,3,0.00,0.00
40000,alt01,8,0.00,180.7,3,0.00,0.00
40000,alt01,9,0.00,180.5,3,0.00,0.00
40000,alt01,10,0.00,180.5,3,0.00,0.00
40000,alt01,11,0.00,180.5,3,0.00,0.00
40000,alt01,12,0.00,180.7,3,0.00,0.00
40000,alt01,13,0.00,181.3,3,0.00,0.00
40000,alt01,14,0.00,181.0,3,0.00,0.00
40000,alt01,15,0.00,180.5,3,0.00,0.00
40000,alt01,16,0.00,179.9,3,0.00,0.00
42000,fill0,0,0.00,157.7,3,0.00,0.00
42000,fill0,1,0.00,156.9,3,0.00,0.00
42000,fill0,2,0.00,156.9,3,0.00,0.00
42000,fill0,3,0.00,157.3,3,0.00,0.00
42000,fill0,4,0.00,168.0,3,0.00,0.00
42000,fill0,5,0.00,167.3,3,0.00,0.00
42000,fill0,6,0.00,166.7,3,0.00,0.00
42000,fill0,7,0.00,166.4,3,0.00,0.00
42000,fill0,8,0.00,167.3,3,0.00,0.00
42000,fill0,9,0.00,167.3,3,0.00,0.00
42000,fill0,10,0.00,167.3,3,0.00,0.00
42000,fill0,11,0.00,166.9,3,0.00,0.00
42000,fill0,12,0.00,166.9,3,0.00,0.00
42000,fill0,13,0.00,167.3,3,0.00,0.00
42000,fill0,14,0.00,166.7,3,0.00,0.00
42000,fill0,15,0.00,166.7,3,0.00,0.00
42000,fill0,16,0.00,166.0,3,0.00,0.00
42000,fill1,0,0.00,157.5,3,0.00,0.00
